name,price,link,location,date,saler type,rooms,live area,kitchen area,area,floor,floor max,building type,layout,bathroom,furnished,ceiling height,near by,repair,commission,Year of construction,appartament has
Аренда квартира Шахристан Чинабад Телевышка,6282980.0,https://www.olx.uz/d/obyavlenie/arenda-kvartira-shahristan-chinabad-televyshka-ID44LKM.html,Юнусабадский район,Сегодня в 15:40,Частное лицо,2,60 м²,,60,4,9,,,Совмещенный,Да,,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Нет,2001 - 2010,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Яшнабадский ориентир Лисунова-4 Метро Дустлик Бекат-2,4398086.0,https://www.olx.uz/d/obyavlenie/yashnabadskiy-orientir-lisunova-4-metro-dustlik-bekat-2-ID43QUI.html,Яшнабадский район,Сегодня в 15:40,Бизнес,2,19 м²,5 м²,38,2,4,Панельный,Смежная,Раздельный,Да,2.75,,Евроремонт,Да,1980 - 1989,"Кабельное ТВ, Телевизор, Балкон, Стиральная машина, Кондиционер, Холодильник, Интернет, Кухня"
Учтепа Квартира аренда 2 хонали 134130,5026384.0,https://www.olx.uz/d/obyavlenie/uchtepa-kvartira-arenda-2-honali-134130-ID43QUF.html,Учтепинский район,Сегодня в 15:40,Бизнес,2,,,50,3,4,Панельный,Раздельная,Раздельный,Да,280,,Средний,Да,,
Сдаю 1 кмонатную квартиру в новостройке,6282980.0,https://www.olx.uz/d/obyavlenie/sdayu-1-kmonatnuyu-kvartiru-v-novostroyke-ID44EvF.html,Чиланзарский район,Сегодня в 15:36,Частное лицо,1,40 м²,,40,6,10,Кирпичный,Раздельная,Совмещенный,Да,,,Евроремонт,Нет,,"Интернет, Холодильник, Телевизор, Кондиционер, Стиральная машина, Кухня, Балкон"
срочно сдается квартира чилонзор-6 квартал 2-комн авторский ремонт,7539576.0,https://www.olx.uz/d/obyavlenie/srochno-sdaetsya-kvartira-chilonzor-6-kvartal-2-komn-avtorskiy-remont-ID44ZBG.html,Чиланзарский район,Сегодня в 15:36,Бизнес,2,,,50,1,4,Кирпичный,Раздельная,Раздельный,Да,3,"Детская площадка, Школа, Развлекательные заведения, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Остановки, Стоянка, Детский сад, Рестораны, кафе",Авторский проект,Да,1980 - 1989,"Телефон, Кабельное ТВ, Интернет, Кондиционер, Балкон, Телевизор, Кухня, Холодильник, Стиральная машина"
Kvartira arenda ijara novostroyka Yangixayot 135373,4775065.0,https://www.olx.uz/d/obyavlenie/kvartira-arenda-ijara-novostroyka-yangixayot-135373-ID44d79.html,Сергелийский район,Сегодня в 15:35,Бизнес,2,,,52,7,16,Монолитный,Раздельная,Совмещенный,Да,300,,Средний,Да,,
Tashkent City Gardens 2-ком можно для (ПОД ОФИС) в Центер Города у.ф,9424470.0,https://www.olx.uz/d/obyavlenie/tashkent-city-gardens-2-kom-mozhno-dlya-pod-ofis-v-tsenter-goroda-u-f-ID44Z9k.html,Шайхантахурский район,Сегодня в 15:35,Бизнес,2,,,69,3,9,Кирпичный,Раздельная,Раздельный,Да,3,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Авторский проект,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Tashkent City NEST ONE 2-комнат можно для (ПОД ОФИС) Вид на Парк у.ф,9424470.0,https://www.olx.uz/d/obyavlenie/tashkent-city-nest-one-2-komnat-mozhno-dlya-pod-ofis-vid-na-park-u-f-ID44Zdu.html,Шайхантахурский район,Сегодня в 15:35,Бизнес,2,,,59,14,52,Кирпичный,Раздельная,Раздельный,Да,3,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Авторский проект,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
сдаю квартиру (без посредника) метро ойбек евро ремонт +мебел  2/7/9,8796172.0,https://www.olx.uz/d/obyavlenie/sdayu-kvartiru-bez-posrednika-metro-oybek-evro-remont-mebel-2-7-9-ID42Qbq.html,Мирабадский район,Сегодня в 06:25,Частное лицо,2,65 м²,26 м²,65,7,9,Панельный,Студия,Совмещенный,Да,3,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Нет,1990 - 2000,"Интернет, Телефон, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня"
М Ойбек 3/2/9  орентир супермаркет Havas,10681066.0,https://www.olx.uz/d/obyavlenie/m-oybek-3-2-9-orentir-supermarket-havas-ID3GdmA.html,Яккасарайский район,20 июня 2025 г.,Частное лицо,3,,,75,2,9,Панельный,Раздельная,Раздельный,Да,2.70,,Евроремонт,Нет,,"Интернет, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
⁷АРЕНДА Юнусабад 11 кв.1-2/2/4 ориентир Мега планет и метро Юнусабад.,5026384.0,https://www.olx.uz/d/obyavlenie/arenda-yunusabad-11-kv-1-2-2-4-orientir-mega-planet-i-metro-yunusabad-ID3HbgO.html,Юнусабадский район,14 июня 2025 г.,Частное лицо,1,38 м²,38 м²,38,2,4,Кирпичный,Раздельная,Раздельный,Да,,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Средний,Да,1980 - 1989,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Метро БИЙ аренда от собственника,8167874.0,https://www.olx.uz/d/obyavlenie/metro-biy-arenda-ot-sobstvennika-ID40kr0.html,Мирабадский район,Сегодня в 15:35,Частное лицо,1,31 м²,9 м²,40,2,4,Кирпичный,Студия,Совмещенный,Да,275,"Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Авторский проект,Да,старше 1960,"Интернет, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
задаётся в долговременную аренду двух комнатная квартира в р.б.Кад,5026384.0,https://www.olx.uz/d/obyavlenie/zadaetsya-v-dolgovremennuyu-arendu-dvuh-komnatnaya-kvartira-v-r-b-kad-ID44ZBs.html,Яшнабадский район,Сегодня в 15:35,Частное лицо,2,55 м²,7 м²,60,1,4,Панельный,Раздельная,Раздельный,Да,290,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Нет,1980 - 1989,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
