name,price,link,location,date,saler type,rooms,live area,kitchen area,area,floor,floor max,building type,layout,bathroom,furnished,ceiling height,near by,repair,commission,Year of construction,appartament has
Arzon kvartira arenda 2 xonali Yashnabod ijaraga uy 136064,4398086.0,https://www.olx.uz/d/obyavlenie/arzon-kvartira-arenda-2-xonali-yashnabod-ijaraga-uy-136064-ID44dba.html,Яшнабадский район,Сегодня в 15:59,Бизнес,2,,,38,2,4,Кирпичный,Смежная,Совмещенный,Да,280,,Средний,Да,,
"СРОЧНО СДАТСЯ!! кв 3\5\9 в Юнусабадском, Метро МИНОР ул,Халкабад",5654682.0,https://www.olx.uz/d/obyavlenie/srochno-sdatsya-kv-3-5-9-v-yunusabadskom-metro-minor-ul-halkabad-ID3YIHn.html,Юнусабадский район,Сегодня в 15:59,Бизнес,3,,,90,5,9,,,,Да,,,,Да,,
Чиланзарский ориентир Ок тепа круг 1/3/5,4398086.0,https://www.olx.uz/d/obyavlenie/chilanzarskiy-orientir-ok-tepa-krug-1-3-5-ID43QXY.html,Чиланзарский район,Сегодня в 15:58,Бизнес,1,19 м²,5 м²,30,3,5,Панельный,Малосемейка,Совмещенный,Да,2.74,,Средний,Да,1980 - 1989,"Кабельное ТВ, Телевизор, Балкон, Стиральная машина, Кондиционер, Холодильник, Интернет, Кухня"
2 х комнатную Сергели Спутнике 9. Аренда в деревянном доме с огородом,3141490.0,https://www.olx.uz/d/obyavlenie/2-h-komnatnuyu-sergeli-sputnike-9-arenda-v-derevyannom-dome-s-ogorodom-ID3Yapg.html,Сергелийский район,Сегодня в 15:58,Бизнес,2,26 м²,6 м²,43,1,2,Деревянный,Раздельная,Раздельный,Нет,250,"Детская площадка, Школа, Развлекательные заведения, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Остановки, Стоянка, Детский сад, Рестораны, кафе",Средний,Да,,"Кухня, Холодильник"
"Академгородок,, 2х комн",4398086.0,https://www.olx.uz/d/obyavlenie/akademgorodok-2h-komn-ID43QXL.html,Мирзо-Улугбекский район,Сегодня в 15:57,Бизнес,2,,,55,2,2,Кирпичный,,Совмещенный,Да,,,,Да,,
3/4/7 аренда центр 1300$ метро Айбек,16335748.0,https://www.olx.uz/d/obyavlenie/3-4-7-arenda-tsentr-1300-metro-aybek-ID42pVc.html,Яккасарайский район,Сегодня в 15:55,Бизнес,3,140 м²,,140,3,7,Кирпичный,,2 санузла и более,Да,,,,Да,,
Учтепа Квартира аренда 2 хонали 135459,4398086.0,https://www.olx.uz/d/obyavlenie/uchtepa-kvartira-arenda-2-honali-135459-ID43QXp.html,Учтепинский район,Сегодня в 15:55,Бизнес,2,,,45,3,4,Панельный,Раздельная,Раздельный,Да,280,,Авторский проект,Да,,
ЖК NRG oybek! Сдается 4х-ком квартира! В элит комплексе!,25131920.0,https://www.olx.uz/d/obyavlenie/zhk-nrg-oybek-sdaetsya-4h-kom-kvartira-v-elit-komplekse-ID3R0rP.html,Мирабадский район,Сегодня в 15:54,Бизнес,4,175 м²,,180,11,12,Кирпичный,,Раздельный,Да,330,"Развлекательные заведения, Остановки, Школа, Супермаркет, магазины, Рестораны, кафе, Детская площадка, Парк, зелёная зона, Детский сад, Больница, поликлиника, Стоянка",Авторский проект,Да,,"Кабельное ТВ, Телевизор, Телефон, Балкон, Стиральная машина, Кондиционер, Холодильник, Интернет, Кухня"
ЖК Ташкент Сити! 3-Х ком.,16335748.0,https://www.olx.uz/d/obyavlenie/zhk-tashkent-siti-3-h-kom-ID44ZEc.html,Шайхантахурский район,Сегодня в 15:54,Бизнес,3,,,110,4,9,Монолитный,Раздельная,2 санузла и более,Да,3,"Больница, поликлиника, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Авторский проект,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
"Горький,, 2х комн",6282980.0,https://www.olx.uz/d/obyavlenie/gorkiy-2h-komn-ID43QX3.html,Мирзо-Улугбекский район,Сегодня в 15:53,Бизнес,2,,,55,3,5,Кирпичный,,Совмещенный,Да,,,,Да,,
Аренда Метро -4 ЯШНАБАДСКИЙ. 1/4/5,4398086.0,https://www.olx.uz/d/obyavlenie/arenda-metro-4-yashnabadskiy-1-4-5-ID43ury.html,Яшнабадский район,18 июня 2025 г.,Бизнес,1,39 м²,10 м²,41,4,5,Кирпичный,Раздельная,Совмещенный,Да,,,Евроремонт,Да,,"Кабельное ТВ, Телевизор, Телефон, Балкон, Стиральная машина, Кондиционер, Холодильник, Интернет, Кухня"
Сдаю свою 4-комнатную квартиру,7539576.0,https://www.olx.uz/d/obyavlenie/sdayu-svoyu-4-komnatnuyu-kvartiru-ID42nLb.html,Мирзо-Улугбекский район,Сегодня в 16:05,Частное лицо,4,,,80,4,5,Кирпичный,,Раздельный,Да,,,,Нет,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Сдаю квартиру на Аренду только для Студентов!!!,850000.0,https://www.olx.uz/d/obyavlenie/sdayu-kvartiru-na-arendu-tolko-dlya-studentov-ID42VfY.html,Яккасарайский район,Сегодня в 04:11,Частное лицо,5,100 м²,50 м²,100,2,2,Кирпичный,Многоуровневая,2 санузла и более,Да,100,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Авторский проект,Да,2017,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Ц4 ЖК Кипарис. Алайский,18848940.0,https://www.olx.uz/d/obyavlenie/ts4-zhk-kiparis-alayskiy-ID44ZpQ.html,Юнусабадский район,Сегодня в 15:52,Частное лицо,3,70 м²,15 м²,78,4,9,Монолитный,Раздельная,2 санузла и более,Да,3,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Супермаркет, магазины",Авторский проект,Да,2016,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня"
SH^АВТОРСКИЙ РЕМОНТ! Сдаю 3х ком кв-ра в Центре Города! Алайский Минор,6282980.0,https://www.olx.uz/d/obyavlenie/shavtorskiy-remont-sdayu-3h-kom-kv-ra-v-tsentre-goroda-alayskiy-minor-ID44YHf.html,Юнусабадский район,Сегодня в 15:52,Бизнес,2,,,60,1,9,Кирпичный,Раздельная,,Да,3.10,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Новостройка 2-ком на Мирабадском районе до метро (ОЙБЕК) 3-минут у.ф,7288257.0,https://www.olx.uz/d/obyavlenie/novostroyka-2-kom-na-mirabadskom-rayone-do-metro-oybek-3-minut-u-f-ID44YTv.html,Мирабадский район,Сегодня в 15:52,Бизнес,2,,,58,3,12,Кирпичный,Раздельная,Раздельный,Да,3,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Новостройка 2ком на Мирзо Улугбексом-Максимка до метро БИЙ 5-минут у.ф,7288257.0,https://www.olx.uz/d/obyavlenie/novostroyka-2kom-na-mirzo-ulugbeksom-maksimka-do-metro-biy-5-minut-u-f-ID44YV6.html,Мирзо-Улугбекский район,Сегодня в 15:52,Бизнес,2,,,62,4,10,Кирпичный,Раздельная,Раздельный,Да,3,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
"•R этажность,статус,парковка-всё что нужно в 3 ком кв TASHKENT CITY",10681066.0,https://www.olx.uz/d/obyavlenie/r-etazhnost-status-parkovka-vse-chto-nuzhno-v-3-kom-kv-tashkent-city-ID44YZs.html,Шайхантахурский район,Сегодня в 15:51,Бизнес,3,110 м²,,110,4,7,Кирпичный,Раздельная,Совмещенный,Да,3.20,"Рестораны, кафе, Детский сад, Стоянка, Остановки, Супермаркет, магазины, Парк, зелёная зона, Больница, поликлиника, Развлекательные заведения, Школа, Детская площадка",Евроремонт,Да,,"Стиральная машина, Холодильник, Кухня, Телевизор, Балкон, Кондиционер, Интернет, Кабельное ТВ, Телефон"
Новостройка 2ком на Яккасарайе Братские Могила-Саламатина-Кушбеги у.ф,7288257.0,https://www.olx.uz/d/obyavlenie/novostroyka-2kom-na-yakkasaraye-bratskie-mogila-salamatina-kushbegi-u-f-ID44Z2Q.html,Яккасарайский район,Сегодня в 15:51,Бизнес,2,,,63,5,9,Кирпичный,Раздельная,Раздельный,Да,3,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Tashkent City Boulevard 2-ком можно для ПОД ОФИС в Центер Ташкента у.ф,9424470.0,https://www.olx.uz/d/obyavlenie/tashkent-city-boulevard-2-kom-mozhno-dlya-pod-ofis-v-tsenter-tashkenta-u-f-ID44Z7c.html,Шайхантахурский район,Сегодня в 15:51,Бизнес,2,,,68,4,7,Кирпичный,Раздельная,Раздельный,Да,3,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Авторский проект,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Kvartira arenda ijara novostroyka Yangixayot 135317,6911278.0,https://www.olx.uz/d/obyavlenie/kvartira-arenda-ijara-novostroyka-yangixayot-135317-ID44d9K.html,Сергелийский район,Сегодня в 15:51,Бизнес,3,,,60,1,7,Кирпичный,Раздельная,Раздельный,Да,280,,Евроремонт,Да,,
3 ком. Космонавты. Аренда. Спец/План,8796172.0,https://www.olx.uz/d/obyavlenie/3-kom-kosmonavty-arenda-spets-plan-ID43QVF.html,Яккасарайский район,Сегодня в 15:51,Бизнес,3,,,100,5,5,,,,Да,,,,Да,,
Xazaykaliy Kvartiraga student bollarni olamiz,800000.0,https://www.olx.uz/d/obyavlenie/xazaykaliy-kvartiraga-student-bollarni-olamiz-ID41Bym.html,Шайхантахурский район,Сегодня в 15:50,Частное лицо,3,80 м²,20 м²,120,1,4,Кирпичный,Раздельная,Раздельный,Да,3.20,"Больница, поликлиника, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины, Школа",Евроремонт,Нет,2001 - 2010,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Сдаётся шикарная квартира на Ойбек метро,6282980.0,https://www.olx.uz/d/obyavlenie/sdaetsya-shikarnaya-kvartira-na-oybek-metro-ID44HbZ.html,Мирабадский район,Сегодня в 07:39,Бизнес,2,65 м²,15 м²,65,4,8,Панельный,Смежно-раздельная,Совмещенный,Да,3,"Больница, поликлиника, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины, Школа",,Да,2017,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Аренда 3/7/9 Дрим Хаус. Теплая и уютная на Тезиковке,11309364.0,https://www.olx.uz/d/obyavlenie/arenda-3-7-9-drim-haus-teplaya-i-uyutnaya-na-tezikovke-ID3LNYv.html,Яккасарайский район,Сегодня в 10:55,Бизнес,3,,,78,7,9,Кирпичный,,2 санузла и более,Да,,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Авторский проект,Нет,,"Интернет, Холодильник, Телевизор, Кондиционер, Стиральная машина, Кухня"
Сдаю свою квартиру в аренду,6985000.0,https://www.olx.uz/d/obyavlenie/sdayu-svoyu-kvartiru-v-arendu-ID44Zf2.html,Яккасарайский район,Сегодня в 15:02,Частное лицо,2,53 м²,10 м²,53,5,6,Кирпичный,Раздельная,Раздельный,Да,3,"Больница, поликлиника, Школа, Детская площадка, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",,Нет,1990 - 2000,"Холодильник, Телевизор, Кондиционер"
ЖК Felicita! Сдается новая 3-х комнатная квартира!,12565960.0,https://www.olx.uz/d/obyavlenie/zhk-felicita-sdaetsya-novaya-3-h-komnatnaya-kvartira-ID3sENJ.html,Яккасарайский район,Сегодня в 15:49,Бизнес,3,,,100,1,7,Кирпичный,Раздельная,2 санузла и более,Да,330,"Больница, поликлиника, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины, Школа",Авторский проект,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
YUNUSOBOT Ц-5 DA 2 XONALI Kvartira SROCHNIY Ijaraga Beriladi!!!,6282980.0,https://www.olx.uz/d/obyavlenie/yunusobot-ts-5-da-2-xonali-kvartira-srochniy-ijaraga-beriladi-ID3PcM5.html,Юнусабадский район,Сегодня в 15:49,Бизнес,2,50 м²,20 м²,70,7,9,Кирпичный,Раздельная,Раздельный,Да,,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Нет,1990 - 2000,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Yakkasaroy navastroyka oila bollar qizlar,7539576.0,https://www.olx.uz/d/obyavlenie/yakkasaroy-navastroyka-oila-bollar-qizlar-ID3KYui.html,Яккасарайский район,Сегодня в 15:49,Бизнес,2,50 м²,,65,4,7,Кирпичный,,Раздельный,Да,,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
1 ком квартиру Сергели 3. Аренда с обстановкой балкон 3 х 2 . Акфа рам,3769788.0,https://www.olx.uz/d/obyavlenie/1-kom-kvartiru-sergeli-3-arenda-s-obstanovkoy-balkon-3-h-2-akfa-ram-ID42pJ6.html,Сергелийский район,Сегодня в 15:49,Бизнес,1,18 м²,10 м²,38,3,5,Панельный,Раздельная,Раздельный,Да,280,,Евроремонт,Да,1980 - 1989,"Телефон, Кабельное ТВ, Интернет, Кондиционер, Балкон, Телевизор, Кухня, Холодильник, Стиральная машина"
"Сдаю премиум-люкс на Мирабадском, Айбек, Grand Mir 3/2/10!",5654682.0,https://www.olx.uz/d/obyavlenie/sdayu-premium-lyuks-na-mirabadskom-aybek-grand-mir-3-2-10-ID3YIAq.html,Мирабадский район,Сегодня в 15:48,Бизнес,3,,,75,2,10,,,,Да,,,,Да,,
Лисунова аренда ул.Слонима-1   2ком.,3141490.0,https://www.olx.uz/d/obyavlenie/lisunova-arenda-ul-slonima-1-2kom-ID42UAh.html,Яшнабадский район,Сегодня в 15:47,Бизнес,2,,,50,2,4,Панельный,Смежная,Раздельный,Нет,3,"Школа, Детская площадка, Развлекательные заведения, Супермаркет, магазины",Средний,Да,,"Холодильник, Телевизор, Стиральная машина"
Аренда квартира новостройка ижарага Чилонзор 136243,10052768.0,https://www.olx.uz/d/obyavlenie/arenda-kvartira-novostroyka-izharaga-chilonzor-136243-ID43QWY.html,Чиланзарский район,Сегодня в 15:47,Бизнес,2,,,65,2,10,Кирпичный,Раздельная,Совмещенный,Да,300,,Евроремонт,Да,,
ЖК Ташкент Сит Гарденс! Сдается новая 2-х комнатная квартира!,10052768.0,https://www.olx.uz/d/obyavlenie/zhk-tashkent-sit-gardens-sdaetsya-novaya-2-h-komnatnaya-kvartira-ID3sDqA.html,Шайхантахурский район,Сегодня в 15:47,Бизнес,2,,,75,2,9,Кирпичный,Раздельная,Раздельный,Да,330,"Больница, поликлиника, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины, Школа",Авторский проект,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
ЖК Ташкент Сити Бульвар! Сдается шикарная 3-х комнатная квартира!,15079152.0,https://www.olx.uz/d/obyavlenie/zhk-tashkent-siti-bulvar-sdaetsya-shikarnaya-3-h-komnatnaya-kvartira-ID3sDCV.html,Шайхантахурский район,Сегодня в 15:47,Бизнес,3,,,100,3,7,Кирпичный,Раздельная,2 санузла и более,Да,330,"Больница, поликлиника, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины, Школа",Авторский проект,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Аренда NRG OYBEK! премиум квартира в центре города!,12565960.0,https://www.olx.uz/d/obyavlenie/arenda-nrg-oybek-premium-kvartira-v-tsentre-goroda-ID3qE2I.html,Мирабадский район,Сегодня в 15:46,Бизнес,2,,,78,10,17,Кирпичный,Раздельная,2 санузла и более,Да,330,"Больница, поликлиника, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины, Школа",Авторский проект,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Жк Ташкент Сити! Сдаётся 3х-ком квартира в элитном комплексе!,17592344.0,https://www.olx.uz/d/obyavlenie/zhk-tashkent-siti-sdaetsya-3h-kom-kvartira-v-elitnom-komplekse-ID3qUEj.html,Шайхантахурский район,Сегодня в 07:07,Бизнес,3,100 м²,,110,6,7,Кирпичный,Раздельная,2 санузла и более,Да,330,"Рестораны, кафе, Детский сад, Стоянка, Остановки, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Школа, Развлекательные заведения, Детская площадка",Авторский проект,Да,,"Кухня, Телевизор, Балкон, Кондиционер, Интернет, Кабельное ТВ, Телефон, Стиральная машина, Холодильник"
Срочно сдается на долгосрочную аренду,15079152.0,https://www.olx.uz/d/obyavlenie/srochno-sdaetsya-na-dolgosrochnuyu-arendu-ID44JYc.html,Шайхантахурский район,Сегодня в 07:48,Частное лицо,3,70 м²,,82,8,9,Панельный,,Раздельный,Да,,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе",Евроремонт,Нет,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня"
Сдается-Квартира.2-Х.Ком.Башлык-Кушбеги.Обстановка,5026384.0,https://www.olx.uz/d/obyavlenie/sdaetsya-kvartira-2-h-kom-bashlyk-kushbegi-obstanovka-ID44TJi.html,Яккасарайский район,Сегодня в 12:06,Бизнес,2,28 м²,8 м²,60,4,5,Панельный,Раздельная,Раздельный,Да,,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Да,1980 - 1989,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Сдается квартира в Ташкент Сити!,13822556.0,https://www.olx.uz/d/obyavlenie/sdaetsya-kvartira-v-tashkent-siti-ID3oZbK.html,Шайхантахурский район,Сегодня в 15:46,Бизнес,3,,,100,4,8,Монолитный,Раздельная,2 санузла и более,Да,4,"Больница, поликлиника, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины, Школа",Авторский проект,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
ЖК PARISIEN! Сдается новая 3-х комнатная квартира!,15079152.0,https://www.olx.uz/d/obyavlenie/zhk-parisien-sdaetsya-novaya-3-h-komnatnaya-kvartira-ID3sPhD.html,Яккасарайский район,Сегодня в 15:46,Бизнес,3,,,110,2,8,Кирпичный,Раздельная,2 санузла и более,Да,330,"Больница, поликлиника, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины, Школа",Авторский проект,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
ЖК Ташкент Сити!  Сдается 4-х комнатная квартира!,31414900.0,https://www.olx.uz/d/obyavlenie/zhk-tashkent-siti-sdaetsya-4-h-komnatnaya-kvartira-ID3oYdt.html,Шайхантахурский район,Сегодня в 15:46,Бизнес,4,,,140,6,7,Кирпичный,Раздельная,2 санузла и более,Да,330,"Больница, поликлиника, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины, Школа",Авторский проект,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Новая квартира сдается в ЖК Парисиен! 2х ком!,12565960.0,https://www.olx.uz/d/obyavlenie/novaya-kvartira-sdaetsya-v-zhk-parisien-2h-kom-ID3pmuV.html,Яккасарайский район,Сегодня в 15:46,Бизнес,2,,,70,4,8,Кирпичный,Раздельная,2 санузла и более,Да,3,"Больница, поликлиника, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины, Школа",Авторский проект,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
ЖК Паркент Плаза! Сдается 3-х комнатная шикарная квартира!,10052768.0,https://www.olx.uz/d/obyavlenie/zhk-parkent-plaza-sdaetsya-3-h-komnatnaya-shikarnaya-kvartira-ID3toWu.html,Мирзо-Улугбекский район,Сегодня в 15:46,Бизнес,2,,,80,6,7,Кирпичный,Раздельная,Совмещенный,Да,330,"Больница, поликлиника, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины, Школа",Авторский проект,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Аренда 3-комнатной квартиры в Центре города,6282980.0,https://www.olx.uz/d/obyavlenie/arenda-3-komnatnoy-kvartiry-v-tsentre-goroda-ID3ZrTH.html,Мирзо-Улугбекский район,Сегодня в 15:46,Бизнес,3,,,89,3,8,,,,Да,,,,Да,,
Аренда квартира юнусобод сампи оилага болларга,3141490.0,https://www.olx.uz/d/obyavlenie/arenda-kvartira-yunusobod-sampi-oilaga-bollarga-ID44ZD8.html,Юнусабадский район,Сегодня в 15:45,Бизнес,2,,,43,3,4,,,,Да,,,,Да,,"Телефон, Кабельное ТВ, Интернет, Кондиционер, Балкон, Телевизор, Кухня, Холодильник, Стиральная машина"
Kvartira arenda ijara novostroyka Yashnabod 136034,5026384.0,https://www.olx.uz/d/obyavlenie/kvartira-arenda-ijara-novostroyka-yashnabod-136034-ID44d8z.html,Яшнабадский район,Сегодня в 15:44,Бизнес,2,,,71,13,16,Монолитный,Раздельная,Раздельный,Да,300,,Средний,Да,,
Аренда Новостройка ЖК Династия Паркент 2 комнатная мебель техника (НА),7539576.0,https://www.olx.uz/d/obyavlenie/arenda-novostroyka-zhk-dinastiya-parkent-2-komnatnaya-mebel-tehnika-na-ID43l4x.html,Мирзо-Улугбекский район,Сегодня в 15:43,Бизнес,2,,,50,2,9,,,,Да,,,Евроремонт,Нет,,
Аренда 2/2/4 Новомосковская ул Аккурган,10052768.0,https://www.olx.uz/d/obyavlenie/arenda-2-2-4-novomoskovskaya-ul-akkurgan-ID44ZCB.html,Мирзо-Улугбекский район,Сегодня в 15:43,Бизнес,2,,,67,2,4,,,,Да,,,,Да,,
2/10/12 Аренда квартира Юнусабадский р-н ЖК «Уста ширин»,10052768.0,https://www.olx.uz/d/obyavlenie/2-10-12-arenda-kvartira-yunusabadskiy-r-n-zhk-usta-shirin-ID3RwRJ.html,Чиланзарский район,Сегодня в 09:51,Бизнес,2,20 м²,12 м²,60,10,12,Кирпичный,Раздельная,Раздельный,Да,3,,Авторский проект,Нет,2017,
Ташкент Сити-Gardens! Сдается новая квартира в элит комплексе!,17592344.0,https://www.olx.uz/d/obyavlenie/tashkent-siti-gardens-sdaetsya-novaya-kvartira-v-elit-komplekse-ID3daC4.html,Шайхантахурский район,Сегодня в 09:29,Бизнес,3,,,125,3,9,Кирпичный,Раздельная,2 санузла и более,Да,3,"Рестораны, кафе, Детский сад, Стоянка, Остановки, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Школа, Развлекательные заведения, Детская площадка",Авторский проект,Да,,"Кухня, Телевизор, Балкон, Кондиционер, Интернет, Кабельное ТВ, Телефон, Стиральная машина, Холодильник"
NRG-Ойбек! Сдается новая 3-х комнатная квартира в элит комплексе!,17592344.0,https://www.olx.uz/d/obyavlenie/nrg-oybek-sdaetsya-novaya-3-h-komnatnaya-kvartira-v-elit-komplekse-ID3dHLE.html,Мирабадский район,Сегодня в 06:40,Бизнес,3,,,120,7,12,Кирпичный,Раздельная,2 санузла и более,Да,,"Больница, поликлиника, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины, Школа",Авторский проект,Да,,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Аренда 2-комнатной квартиры в Центре Ташкента,5654682.0,https://www.olx.uz/d/obyavlenie/arenda-2-komnatnoy-kvartiry-v-tsentre-tashkenta-ID3ZrUI.html,Юнусабадский район,Сегодня в 15:42,Бизнес,2,,,77,4,9,,,,Да,,,,Да,,
Arenda kvartira. Segili sputnik. Nurxayot navostroyka,3769788.0,https://www.olx.uz/d/obyavlenie/arenda-kvartira-segili-sputnik-nurxayot-navostroyka-ID43QUN.html,Сергелийский район,Сегодня в 15:40,Бизнес,2,82 м²,9 м²,82,3,2,Кирпичный,Раздельная,Совмещенный,Нет,3,"Детская площадка, Школа, Развлекательные заведения, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Остановки, Стоянка, Детский сад, Рестораны, кафе",Евроремонт,Да,2017,"Кабельное ТВ, Интернет, Балкон, Кухня, Стиральная машина"
